(219, 219, 219, 255)
(219, 219, 219, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(219, 219, 219, 255)
(219, 219, 219, 255)
(219, 219, 219, 255)
(217, 217, 217, 255)
(216, 216, 216, 255)
(215, 215, 215, 255)
(215, 215, 215, 255)
(214, 214, 214, 255)
(214, 214, 214, 255)
(214, 214, 214, 255)
(215, 215, 215, 255)
(215, 215, 215, 255)
(216, 216, 216, 255)
(217, 217, 217, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(216, 216, 216, 255)
(215, 215, 215, 255)
(213, 213, 213, 255)
(212, 212, 212, 255)
(211, 211, 211, 255)
(211, 211, 211, 255)
(210, 210, 210, 255)
(210, 210, 210, 255)
(210, 210, 210, 255)
(211, 211, 211, 255)
(211, 211, 211, 255)
(212, 212, 212, 255)
(213, 213, 213, 255)
(215, 215, 215, 255)
(216, 216, 216, 255)
(218, 218, 218, 255)
(219, 219, 219, 255)
(219, 219, 219, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(219, 219, 219, 255)
(219, 219, 219, 255)
(217, 217, 217, 255)
(214, 214, 214, 255)
(212, 212, 212, 255)
(210, 210, 210, 255)
(209, 209, 209, 255)
(208, 208, 208, 255)
(207, 207, 207, 255)
(206, 206, 206, 255)
(206, 206, 206, 255)
(205, 205, 205, 255)
(206, 206, 206, 255)
(206, 206, 206, 255)
(207, 207, 207, 255)
(208, 208, 208, 255)
(209, 209, 209, 255)
(211, 211, 211, 255)
(212, 212, 212, 255)
(215, 215, 215, 255)
(217, 217, 217, 255)
(219, 219, 219, 255)
(219, 219, 219, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(217, 217, 217, 255)
(217, 217, 217, 255)
(217, 217, 217, 255)
(217, 217, 217, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(219, 219, 219, 255)
(219, 219, 219, 255)
(218, 218, 218, 255)
(217, 217, 217, 255)
(216, 216, 216, 255)
(215, 215, 215, 255)
(215, 215, 215, 255)
(215, 215, 215, 255)
(215, 215, 215, 255)
(215, 215, 215, 255)
(216, 216, 216, 255)
(217, 217, 217, 255)
(218, 218, 218, 255)
(219, 219, 219, 255)
(217, 217, 217, 255)
(215, 215, 215, 255)
(213, 213, 213, 255)
(210, 210, 210, 255)
(208, 208, 208, 255)
(206, 206, 206, 255)
(204, 204, 204, 255)
(203, 203, 203, 255)
(202, 202, 202, 255)
(202, 202, 202, 255)
(201, 201, 201, 255)
(201, 201, 201, 255)
(201, 201, 201, 255)
(202, 202, 202, 255)
(202, 202, 202, 255)
(204, 204, 204, 255)
(205, 205, 205, 255)
(207, 207, 207, 255)
(209, 209, 209, 255)
(211, 211, 211, 255)
(213, 213, 213, 255)
(215, 215, 215, 255)
(218, 218, 218, 255)
(219, 219, 219, 255)
(217, 217, 217, 255)
(216, 216, 216, 255)
(215, 215, 215, 255)
(214, 214, 214, 255)
(213, 213, 213, 255)
(213, 213, 213, 255)
(213, 213, 213, 255)
(213, 213, 213, 255)
(214, 214, 214, 255)
(215, 215, 215, 255)
(216, 216, 216, 255)
(217, 217, 217, 255)
(218, 218, 218, 255)
(219, 219, 219, 255)
(218, 218, 218, 255)
(216, 216, 216, 255)
(215, 215, 215, 255)
(214, 214, 214, 255)
(213, 213, 213, 255)
(212, 212, 212, 255)
(212, 212, 212, 255)
(212, 212, 212, 255)
(212, 212, 212, 255)
(212, 212, 212, 255)
(213, 213, 213, 255)
(214, 214, 214, 255)
(215, 215, 215, 255)
(217, 217, 217, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(216, 216, 216, 255)
(213, 213, 213, 255)
(211, 211, 211, 255)
(208, 208, 208, 255)
(206, 206, 206, 255)
(204, 204, 204, 255)
(201, 201, 201, 255)
(200, 200, 200, 255)
(199, 199, 199, 255)
(197, 197, 197, 255)
(197, 197, 197, 255)
(197, 197, 197, 255)
(196, 196, 196, 255)
(196, 196, 196, 255)
(197, 197, 197, 255)
(198, 198, 198, 255)
(199, 199, 199, 255)
(201, 201, 201, 255)
(203, 203, 203, 255)
(205, 205, 205, 255)
(207, 207, 207, 255)
(210, 210, 210, 255)
(212, 212, 212, 255)
(215, 215, 215, 255)
(218, 218, 218, 255)
(219, 219, 219, 255)
(217, 217, 217, 255)
(216, 216, 216, 255)
(214, 214, 214, 255)
(212, 212, 212, 255)
(211, 211, 211, 255)
(210, 210, 210, 255)
(210, 210, 210, 255)
(209, 209, 209, 255)
(209, 209, 209, 255)
(209, 209, 209, 255)
(210, 210, 210, 255)
(211, 211, 211, 255)
(212, 212, 212, 255)
(213, 213, 213, 255)
(215, 215, 215, 255)
(217, 217, 217, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(216, 216, 216, 255)
(215, 215, 215, 255)
(213, 213, 213, 255)
(212, 212, 212, 255)
(211, 211, 211, 255)
(210, 210, 210, 255)
(209, 209, 209, 255)
(209, 209, 209, 255)
(209, 209, 209, 255)
(209, 209, 209, 255)
(210, 210, 210, 255)
(210, 210, 210, 255)
(211, 211, 211, 255)
(212, 212, 212, 255)
(214, 214, 214, 255)
(215, 215, 215, 255)
(217, 217, 217, 255)
(219, 219, 219, 255)
(217, 217, 217, 255)
(215, 215, 215, 255)
(212, 212, 212, 255)
(209, 209, 209, 255)
(206, 206, 206, 255)
(204, 204, 204, 255)
(201, 201, 201, 255)
(199, 199, 199, 255)
(197, 197, 197, 255)
(195, 195, 195, 255)
(194, 194, 194, 255)
(193, 193, 193, 255)
(192, 192, 192, 255)
(192, 192, 192, 255)
(191, 191, 191, 255)
(192, 192, 192, 255)
(193, 193, 193, 255)
(193, 193, 193, 255)
(195, 195, 195, 255)
(197, 197, 197, 255)
(198, 198, 198, 255)
(201, 201, 201, 255)
(203, 203, 203, 255)
(206, 206, 206, 255)
(208, 208, 208, 255)
(211, 211, 211, 255)
(214, 214, 214, 255)
(217, 217, 217, 255)
(219, 219, 219, 255)
(216, 216, 216, 255)
(214, 214, 214, 255)
(212, 212, 212, 255)
(210, 210, 210, 255)
(209, 209, 209, 255)
(207, 207, 207, 255)
(206, 206, 206, 255)
(206, 206, 206, 255)
(205, 205, 205, 255)
(205, 205, 205, 255)
(206, 206, 206, 255)
(206, 206, 206, 255)
(207, 207, 207, 255)
(208, 208, 208, 255)
(210, 210, 210, 255)
(211, 211, 211, 255)
(213, 213, 213, 255)
(215, 215, 215, 255)
(218, 218, 218, 255)
(218, 218, 218, 255)
(216, 216, 216, 255)
(214, 214, 214, 255)
(212, 212, 212, 255)
(211, 211, 211, 255)
(209, 209, 209, 255)
(208, 208, 208, 255)
(207, 207, 207, 255)
(207, 207, 207, 255)
(206, 206, 206, 255)
(206, 206, 206, 255)
(207, 207, 207, 255)
(207, 207, 207, 255)
(208, 208, 208, 255)
(208, 208, 208, 255)
(210, 210, 210, 255)
(211, 211, 211, 255)
(213, 213, 213, 255)
(215, 215, 215, 255)
(216, 216, 216, 255)
(218, 218, 218, 255)
(219, 219, 219, 255)
(216, 216, 216, 255)
(213, 213, 213, 255)
(211, 211, 211, 255)
(208, 208, 208, 255)
(205, 205, 205, 255)
(202, 202, 202, 255)
(199, 199, 199, 255)
(197, 197, 197, 255)
(194, 194, 194, 255)
(192, 192, 192, 255)
(190, 190, 190, 255)
(189, 189, 189, 255)
(188, 188, 188, 255)
